Product Type,Quantity,Cost of Goods Sold,Net Sales,Gross Profit
life,6,10.08,15.78,5.7
beauty,1,14.19,19.89,5.7
beauty,1,10.8,16.5,5.7
life,1,27.29,32.99,5.7
life,1,27.29,32.99,5.7
life,2,11.3,16.99,5.69
life,1,3.42,9.09,5.67
beauty,5,37.5,43.17,5.67
life,1,3.34,8.99,5.65
beauty,14,191.72,197.36,5.64
appliances,1,2.35,7.99,5.64
beauty,1,12.6,18.23,5.63
snacks,15,34.5,40.11,5.61
beauty,5,12,17.61,5.61
life,4,5.59,11.19,5.6
snacks,56,102.66,108.25,5.59
beauty,1,14.4,19.99,5.59
beauty,1,11.4,16.99,5.59
beauty,1,11.9,17.49,5.59
life,4,2.4,7.96,5.56
snacks,60,90,95.56,5.56
maternal,1,12.94,18.49,5.55
life,5,2.65,8.19,5.54
snacks,102,192.6,198.14,5.54
beauty,15,35.16,40.66,5.53
life,4,3.24,8.76,5.52
life,5,2.6,8.12,5.52
snacks,90,162.09,167.6,5.51
beauty,1,11.49,16.99,5.5
beauty,6,47.1,52.6,5.5
beauty,1,11.49,16.99,5.5
beauty,1,11.49,16.99,5.5
beauty,1,7,12.49,5.49
beauty,2,23,28.48,5.48
snacks,14,32.2,37.66,5.46
beauty,5,18,23.45,5.45
life,3,2.64,8.09,5.45
beauty,2,18,23.44,5.44
beauty,3,17.97,23.37,5.4
maternal,2,12.58,17.98,5.4
maternal,2,25.18,30.58,5.4
beauty,1,6.3,11.69,5.39
life,3,3.27,8.64,5.37
life,34,51,56.37,5.37
life,4,3.24,8.61,5.37
life,6,11.16,16.52,5.36
snacks,38,89.7,95.06,5.36
snacks,22,50.6,55.96,5.36
life,1,2.34,7.69,5.35
life,2,6.64,11.98,5.34
life,8,2.96,8.29,5.33
beauty,9,109.2,114.53,5.33
life,4,3.44,8.76,5.32
life,2,3.12,8.43,5.31
life,4,3.24,8.54,5.3
beauty,3,4.29,9.59,5.3
beauty,2,8,13.28,5.28
life,3,6.93,12.21,5.28
life,3,5.22,10.47,5.25
appliances,1,290.85,296.1,5.25
beauty,2,6.74,11.98,5.24
beauty,5,14,19.24,5.24
beauty,1,26.25,31.49,5.24
beauty,5,2.9,8.14,5.24
snacks,4,30,35.23,5.23
beauty,3,15,20.22,5.22
life,11,2.42,7.62,5.2
maternal,2,18.18,23.38,5.2
life,5,8.15,13.35,5.2
life,1,24.5,29.69,5.19
beauty,1,10.8,15.99,5.19
simple,1,19.8,24.99,5.19
life,2,4.3,9.48,5.18
life,2,10.8,15.98,5.18
snacks,16,80,85.16,5.16
life,1,24.85,29.99,5.14
life,3,3.6,8.73,5.13
beauty,3,42,47.11,5.11
maternal,1,11.89,16.99,5.1
beauty,1,14.89,19.99,5.1
life,5,2.2,7.3,5.1
beauty,1,18.9,23.98,5.08
life,4,7.44,12.52,5.08
life,4,2.88,7.96,5.08
life,2,9.6,14.68,5.08
beauty,9,64.74,69.81,5.07
life,1,13.91,18.98,5.07
life,1,2.64,7.69,5.05
snacks,3,21.33,26.37,5.04
snacks,8,23.2,28.24,5.04
snacks,2,8.82,13.85,5.03
snacks,43,120.4,125.43,5.03
beauty,2,170.82,175.85,5.03
beauty,3,16.2,21.22,5.02
appliances,8,39.92,44.92,5
appliances,10,0,5,5
beauty,1,15,19.99,4.99
beauty,1,42,46.99,4.99
life,1,6,10.99,4.99
life,1,6,10.99,4.99
beauty,1,10,14.99,4.99
beauty,1,12,16.99,4.99
beauty,2,13,17.98,4.98
life,6,7.08,12.06,4.98
beauty,3,2.49,7.47,4.98
beauty,2,14,18.97,4.97
snacks,32,96,100.96,4.96
snacks,10,25.5,30.46,4.96
life,2,2.66,7.61,4.95
life,2,1.64,6.58,4.94
snacks,24,49.98,54.92,4.94
life,2,3.24,8.17,4.93
snacks,16,34.36,39.29,4.93
life,10,1.5,6.43,4.93
life,1,8.05,12.98,4.93
beauty,5,14.25,19.17,4.92
snacks,20,33,37.92,4.92
snacks,105,84,88.92,4.92
life,15,1.95,6.85,4.9
appliances,1,2.11,6.99,4.88
life,5,2.25,7.12,4.87
life,2,2.76,7.63,4.87
life,6,9.72,14.57,4.85
life,4,1.92,6.76,4.84
snacks,481,865.8,870.61,4.81
maternal,1,11.19,15.99,4.8
beauty,1,7.8,12.6,4.8
life,4,7.4,12.2,4.8
beauty,4,1.72,6.52,4.8
beauty,2,13.2,18,4.8
beauty,1,10.2,14.99,4.79
beauty,8,528,532.79,4.79
beauty,1,16.2,20.99,4.79
beauty,1,12,16.79,4.79
beauty,1,10.2,14.99,4.79
beauty,7,35,39.78,4.78
life,2,1.26,5.98,4.72
life,5,9.55,14.26,4.71
beauty,2,27.3,32,4.7
beauty,1,6.3,10.99,4.69
beauty,1,10,14.69,4.69
beauty,1,9.8,14.49,4.69
snacks,33,42.9,47.58,4.68
life,5,8.35,13.03,4.68
maternal,4,93.79,98.46,4.67
beauty,3,19.8,24.47,4.67
life,4,7.2,11.87,4.67
beauty,4,19.95,24.61,4.66
life,1,1.94,6.59,4.65
beauty,25,121.03,125.66,4.63
life,8,3.28,7.9,4.62
beauty,8,45.3,49.88,4.61
life,3,2.64,7.24,4.6
life,2,1.98,6.58,4.6
life,2,1.98,6.58,4.6
beauty,2,8.4,12.98,4.58
beauty,1,16.91,21.49,4.58
beauty,1,10,14.56,4.56
beauty,2,13.92,18.48,4.56
beauty,4,50,54.56,4.56
beauty,2,1.7,6.25,4.55
beauty,2,2.04,6.58,4.54
beauty,1,9.45,13.99,4.54
life,1,2.45,6.99,4.54
life,9,2.07,6.59,4.52
beauty,1,44.97,49.49,4.52
life,1,2.08,6.59,4.51
life,3,5.07,9.57,4.5
maternal,1,10.49,14.99,4.5
beauty,1,7.49,11.99,4.5
maternal,2,12.58,17.08,4.5
life,1,6.5,10.99,4.49
beauty,3,3.09,7.58,4.49
beauty,2,24,28.48,4.48
life,6,7.8,12.28,4.48
life,9,17.64,22.12,4.48
life,6,9.72,14.19,4.47
snacks,34,108,112.45,4.45
snacks,7,16.1,20.53,4.43
snacks,5,14,18.43,4.43
snacks,114,205.2,209.63,4.43
maternal,4,52.51,56.94,4.43
beauty,7,54.53,58.93,4.4
life,5,7.95,12.35,4.4
beauty,1,9.6,13.99,4.39
beauty,16,46.16,50.55,4.39
beauty,1,9.1,13.49,4.39
beauty,1,9.6,13.99,4.39
beauty,2,9.6,13.98,4.38
appliances,1,12.6,16.98,4.38
beauty,8,52.8,57.17,4.37
beauty,4,77.28,81.64,4.36
life,3,4.02,8.38,4.36
life,9,12.51,16.86,4.35
life,4,2.08,6.43,4.35
life,1,3.63,7.98,4.35
snacks,29,55.77,60.08,4.31
life,2,2.28,6.58,4.3
beauty,12,186,190.29,4.29
life,3,16,20.28,4.28
snacks,65,195,199.28,4.28
beauty,1,18.72,22.99,4.27
snacks,7,17.78,22.03,4.25
life,12,20.52,24.76,4.24
life,4,5.64,9.88,4.24
snacks,7,22.75,26.99,4.24
snacks,41,123,127.24,4.24
life,8,3.68,7.92,4.24
beauty,1,11.22,15.46,4.24
life,2,2.34,6.58,4.24
life,4,1.6,5.81,4.21
beauty,2,9.78,13.98,4.2
beauty,14,158.06,162.26,4.2
beauty,1,12,16.2,4.2
snacks,20,40,44.2,4.2
beauty,1,9.8,13.99,4.19
life,7,1.89,6.08,4.19
beauty,5,39,43.19,4.19
beauty,2,52.8,56.98,4.18
life,8,15.12,19.3,4.18
beauty,18,28.8,32.97,4.17
life,2,2.46,6.58,4.12
life,2,2.14,6.25,4.11
beauty,2,2.48,6.58,4.1
beauty,13,20.93,25.02,4.09
life,2,1.5,5.58,4.08
beauty,12,158,162.08,4.08
life,6,10.68,14.75,4.07
beauty,11,31.76,35.83,4.07
life,1,2.52,6.59,4.07
life,5,8.35,12.42,4.07
snacks,47,141,145.05,4.05
life,2,7.9,11.94,4.04
life,4,1.92,5.96,4.04
beauty,2,18,22.04,4.04
life,3,3.21,7.22,4.01
beauty,2,15.98,19.98,4
beauty,2,15.98,19.98,4
beauty,1,6,9.99,3.99
beauty,1,6,9.99,3.99
beauty,1,8,11.99,3.99
snacks,38,104.5,108.49,3.99
beauty,1,18,21.99,3.99
beauty,1,12,15.99,3.99
life,1,13.2,17.19,3.99
maternal,19,853.93,857.91,3.98
beauty,6,120,123.98,3.98
beauty,2,13,16.98,3.98
life,9,1.8,5.77,3.97
life,3,5.58,9.55,3.97
snacks,21,42,45.96,3.96
beauty,2,18.68,22.63,3.95
beauty,2,14.48,18.43,3.95
life,5,8.4,12.35,3.95
snacks,8,10.4,14.34,3.94
life,3,5.61,9.53,3.92
beauty,6,61.2,65.12,3.92
life,6,3.24,7.15,3.91
maternal,1,9.09,12.99,3.9
beauty,1,12.59,16.49,3.9
beauty,20,219.76,223.65,3.89
beauty,4,78,81.86,3.86
life,2,2.12,5.98,3.86
beauty,8,8,11.85,3.85
snacks,39,92.72,96.56,3.85
life,1,5.15,8.99,3.84
beauty,1,5.15,8.99,3.84
beauty,1,48,51.83,3.83
snacks,54,222.82,226.65,3.83
beauty,1,11.49,15.3,3.81
beauty,1,10.2,13.99,3.79
life,4,7.8,11.58,3.78
beauty,2,15.6,19.36,3.76
life,3,6.3,10.06,3.76
snacks,39,129.94,133.68,3.74
life,3,2.43,6.17,3.74
beauty,5,50,53.73,3.73
life,7,2.03,5.76,3.73
snacks,119,357,360.73,3.73
life,1,2.26,5.99,3.73
life,9,14.76,18.48,3.72
life,2,2.36,6.08,3.72
snacks,88,135.25,138.97,3.72
life,10,16.4,20.1,3.7
life,2,6.26,9.94,3.68
beauty,1,30,33.68,3.68
life,4,6.52,10.2,3.68
beauty,3,10.8,14.47,3.67
life,1,1.82,5.49,3.67
life,5,1.1,4.77,3.67
life,9,14.58,18.24,3.66
life,1,0.76,4.39,3.63
life,3,2.34,5.97,3.63
snacks,3,6,9.6,3.6
beauty,4,32,35.6,3.6
snacks,6,30.54,34.14,3.6
maternal,1,12.59,16.19,3.6
beauty,1,14.4,18,3.6
beauty,3,33.57,37.17,3.6
beauty,4,35.96,39.56,3.6
life,8,13.04,16.64,3.6
appliances,35,154,157.59,3.59
beauty,1,5.4,8.99,3.59
beauty,1,8.4,11.99,3.59
beauty,1,19.32,22.9,3.58
life,2,1.76,5.34,3.58
life,1,1.92,5.49,3.57
life,4,2.4,5.96,3.56
life,3,2.07,5.63,3.56
snacks,6,7.8,11.35,3.55
snacks,9,27,30.54,3.54
beauty,1,6.99,10.49,3.5
beauty,2,14.48,17.98,3.5
beauty,1,11.49,14.99,3.5
life,1,4.8,8.29,3.49
beauty,12,22.2,25.69,3.49
life,1,2,5.49,3.49
beauty,1,11.4,14.89,3.49
snacks,9,13.5,16.99,3.49
beauty,6,30,33.48,3.48
beauty,2,8.86,12.33,3.47
life,2,2.52,5.98,3.46
life,2,2.52,5.98,3.46
life,1,2.47,5.93,3.46
life,3,1.62,5.07,3.45
life,2,2.54,5.98,3.44
life,5,2.55,5.99,3.44
snacks,13,17.25,20.69,3.44
life,1,3.16,6.59,3.43
beauty,1,5.57,8.99,3.42
life,3,1.86,5.28,3.42
snacks,26,117,120.41,3.41
life,8,11.36,14.76,3.4
beauty,1,6.5,9.9,3.4
snacks,7,32.2,35.58,3.38
simple,2,16.2,19.58,3.38
snacks,36,92.95,96.32,3.37
snacks,21,63,66.37,3.37
life,3,1.47,4.84,3.37
snacks,125,289.8,293.17,3.37
snacks,4,6.6,9.96,3.36
beauty,28,201.6,204.95,3.35
life,8,13.44,16.79,3.35
beauty,2,24,27.35,3.35
life,9,1.8,5.12,3.32
beauty,1,3.68,6.99,3.31
life,3,4.08,7.38,3.3
life,10,16.4,19.7,3.3
life,3,2.67,5.97,3.3
life,4,5.6,8.9,3.3
snacks,3,5.67,8.97,3.3
snacks,68,136,139.3,3.3
life,5,2.15,5.45,3.3
life,5,1.95,5.23,3.28
life,3,1.44,4.72,3.28
snacks,2,12,15.28,3.28
beauty,4,27.96,31.24,3.28
beauty,1,8.21,11.49,3.28
beauty,3,7.2,10.47,3.27
life,5,9.45,12.71,3.26
life,4,3.96,7.21,3.25
snacks,43,588.85,592.07,3.22
life,1,1.86,5.07,3.21
life,4,6.68,9.88,3.2
beauty,1,10.8,13.99,3.19
snacks,137,205.5,208.69,3.19
beauty,1,11.2,14.39,3.19
maternal,18,30.96,34.13,3.17
beauty,5,18.09,21.26,3.17
beauty,3,14.49,17.65,3.16
maternal,1,7.85,10.99,3.14
life,3,4.95,8.09,3.14
life,1,12.07,15.2,3.13
maternal,10,16.4,19.53,3.13
beauty,1,0.89,3.99,3.1
life,1,3.9,6.99,3.09
life,1,3.9,6.99,3.09
life,1,2.32,5.39,3.07
life,3,3.54,6.58,3.04
beauty,8,28,31.03,3.03
snacks,12,24,27.02,3.02
life,2,1.36,4.38,3.02
beauty,1,1.37,4.39,3.02
beauty,1,4.99,7.99,3
beauty,2,9.98,12.98,3
beauty,1,4.99,7.99,3
life,3,4.41,7.41,3
life,1,2.97,5.97,3
appliances,1,0,3,3
appliances,1,0,3,3
appliances,1,0,3,3
appliances,1,0,3,3
appliances,1,0,3,3
snacks,72,57.6,60.59,2.99
beauty,3,90,92.99,2.99
beauty,1,21,23.99,2.99
life,1,13.2,16.19,2.99
life,2,1.18,4.16,2.98
life,1,1.41,4.39,2.98
snacks,25,56,58.98,2.98
maternal,1,6.97,9.95,2.98
beauty,1,7.82,10.79,2.97
snacks,132,401.68,404.65,2.97
beauty,3,39,41.97,2.97
snacks,10,26.66,29.62,2.96
life,2,1.42,4.38,2.96
snacks,24,60,62.95,2.95
snacks,5,9.5,12.45,2.95
life,2,1.44,4.38,2.94
beauty,1,1.17,4.1,2.93
beauty,2,1.26,4.19,2.93
life,1,1.46,4.39,2.93
life,3,13.8,16.73,2.93
snacks,22,154,156.91,2.91
life,3,3.66,6.57,2.91
life,1,1.48,4.39,2.91
life,4,5.64,8.54,2.9
life,1,10.56,13.46,2.9
snacks,3,26.7,29.6,2.9
life,1,7,9.89,2.89
snacks,8,18.4,21.28,2.88
snacks,52,70.2,73.08,2.88
beauty,1,8.12,10.99,2.87
life,4,1.4,4.26,2.86
snacks,47,126.9,129.75,2.85
life,5,1.1,3.95,2.85
life,7,11.2,14.05,2.85
life,2,2.82,5.65,2.83
life,3,8.31,11.11,2.8
snacks,17,57.63,60.43,2.8
beauty,1,4.2,6.99,2.79
beauty,2,7.2,9.98,2.78
beauty,2,7.2,9.98,2.78
maternal,9,14.76,17.53,2.77
life,1,1.22,3.99,2.77
life,3,2.31,5.07,2.76
life,7,8.61,11.37,2.76
life,2,2.24,4.98,2.74
beauty,1,9.8,12.5,2.7
beauty,1,15.6,18.29,2.69
life,15,25.5,28.16,2.66
beauty,6,100.8,103.45,2.65
snacks,6,13.98,16.63,2.65
snacks,6,9,11.64,2.64
life,1,1.36,3.99,2.63
life,1,1.41,4.04,2.63
life,1,1.77,4.39,2.62
beauty,18,144,146.62,2.62
life,5,9,11.62,2.62
snacks,9,13.5,16.11,2.61
life,1,1.78,4.39,2.61
snacks,9,26.36,28.96,2.6
life,5,9,11.6,2.6
beauty,1,9.09,11.69,2.6
life,3,0.69,3.27,2.58
appliances,7,65.94,68.51,2.57
life,1,1.39,3.96,2.57
beauty,1,1.34,3.89,2.55
snacks,3,7.62,10.17,2.55
beauty,1,26.25,28.79,2.54
life,2,3.38,5.91,2.53
beauty,1,3.5,5.99,2.49
life,12,20.16,22.65,2.49
beauty,1,12.5,14.99,2.49
beauty,7,11.34,13.83,2.49
beauty,1,6.5,8.99,2.49
life,4,8.04,10.52,2.48
life,4,1.68,4.16,2.48
life,1,1.48,3.95,2.47
life,2,2.56,5.03,2.47
snacks,15,18,20.47,2.47
snacks,6,18,20.46,2.46
beauty,1,1.54,3.99,2.45
snacks,20,87.19,89.63,2.44
life,3,4.98,7.41,2.43
beauty,9,14.76,17.16,2.4
maternal,1,1.59,3.99,2.4
beauty,2,7.52,9.92,2.4
beauty,1,28.2,30.6,2.4
snacks,11,44,46.39,2.39
beauty,14,39.2,41.58,2.38
beauty,10,84,86.37,2.37
life,3,4.86,7.23,2.37
snacks,318,731.4,733.75,2.35
snacks,31,66.3,68.64,2.34
life,2,1.4,3.74,2.34
snacks,12,24,26.33,2.33
beauty,1,1.68,3.99,2.31
life,6,9.84,12.15,2.31
life,3,4.92,7.23,2.31
life,5,8.2,10.51,2.31
life,1,1,3.29,2.29
beauty,1,2.71,4.99,2.28
life,1,1.02,3.29,2.27
beauty,6,24.07,26.34,2.27
life,1,1.03,3.29,2.26
life,5,0.45,2.71,2.26
life,2,4,6.25,2.25
beauty,1,1.05,3.29,2.24
snacks,30,90,92.23,2.23
beauty,1,1.26,3.49,2.23
life,1,1.08,3.29,2.21
beauty,25,275,277.19,2.19
beauty,1,4.8,6.99,2.19
beauty,1,4.8,6.99,2.19
beauty,1,1.8,3.99,2.19
beauty,1,4.8,6.99,2.19
snacks,37,85.1,87.25,2.15
snacks,56,56,58.13,2.13
life,2,1.08,3.21,2.13
beauty,3,0.75,2.88,2.13
beauty,5,52.2,54.32,2.12
life,7,11.06,13.18,2.12
life,4,1.84,3.96,2.12
maternal,7,11.48,13.59,2.11
snacks,68,83.75,85.84,2.09
life,9,17.01,19.1,2.09
beauty,1,6,8.09,2.09
life,2,3.86,5.94,2.08
snacks,123,393.6,395.68,2.08
life,1,1.22,3.29,2.07
life,2,1.16,3.22,2.06
life,5,1.25,3.31,2.06
life,1,2.94,4.99,2.05
maternal,1,7.85,9.89,2.04
life,3,0.93,2.96,2.03
snacks,42,126,128.01,2.01
life,3,0.96,2.97,2.01
life,3,1.26,3.27,2.01
life,4,8.12,10.12,2
life,2,0.84,2.84,2
beauty,1,0.93,2.92,1.99
beauty,1,5,6.99,1.99
beauty,1,4.5,6.49,1.99
beauty,1,4.5,6.49,1.99
beauty,2,7.5,9.48,1.98
maternal,2,6,7.98,1.98
life,1,0.82,2.79,1.97
appliances,1,2.45,4.41,1.96
life,2,0.82,2.78,1.96
beauty,2,9,10.96,1.96
life,2,2.04,4,1.96
snacks,35,80.5,82.45,1.95
life,3,5.55,7.48,1.93
life,1,0.86,2.79,1.93
life,1,0.86,2.79,1.93
life,2,3.66,5.58,1.92
life,1,1.38,3.29,1.91
appliances,2,3.08,4.98,1.9
life,1,1.69,3.59,1.9
beauty,1,8.4,10.29,1.89
beauty,2,22.8,24.67,1.87
life,3,4.92,6.78,1.86
life,1,1.1,2.96,1.86
beauty,1,28.11,29.97,1.86
life,3,0.93,2.78,1.85
beauty,1,7.14,8.99,1.85
snacks,83,156.73,158.56,1.83
snacks,8,12,13.83,1.83
life,2,1.38,3.21,1.83
life,5,10.05,11.86,1.81
beauty,1,14.18,15.99,1.81
beauty,1,0.99,2.79,1.8
maternal,1,4.19,5.99,1.8
life,2,3.78,5.58,1.8
beauty,1,2.4,4.19,1.79
beauty,16,97,98.77,1.77
snacks,33,99,100.77,1.77
beauty,1,1.03,2.79,1.76
snacks,22,47.22,48.98,1.76
life,5,0.5,2.25,1.75
life,3,1.53,3.27,1.74
beauty,1,6.66,8.4,1.74
life,4,6.4,8.12,1.72
life,5,8.15,9.87,1.72
snacks,8,20.32,22.03,1.71
life,2,4.1,5.76,1.66
life,2,2.26,3.92,1.66
beauty,18,43.2,44.85,1.65
life,5,9.15,10.78,1.63
life,1,0.57,2.19,1.62
beauty,1,2.88,4.49,1.61
life,1,0.59,2.19,1.6
beauty,21,105,106.59,1.59
snacks,4,12,13.58,1.58
beauty,3,8.4,9.98,1.58
life,1,0.61,2.19,1.58
life,3,0.81,2.37,1.56
life,1,4.03,5.59,1.56
snacks,6,18,19.55,1.55
life,3,5.64,7.17,1.53
life,6,9.9,11.42,1.52
beauty,8,14.4,15.92,1.52
life,1,1.69,3.19,1.5
snacks,37,62.9,64.4,1.5
beauty,1,3.99,5.49,1.5
snacks,10,25.4,26.9,1.5
beauty,11,92.4,93.89,1.49
beauty,9,135,136.49,1.49
beauty,1,3,4.49,1.49
beauty,1,3,4.49,1.49
beauty,1,4.8,6.29,1.49
beauty,1,5.5,6.98,1.48
beauty,3,46.5,47.97,1.47
life,2,3.84,5.31,1.47
snacks,3,4.5,5.97,1.47
snacks,1,2.92,4.38,1.46
life,6,10.08,11.53,1.45
snacks,5,8.45,9.9,1.45
life,1,0.75,2.19,1.44
life,6,13.14,14.57,1.43
life,1,0.57,2,1.43
beauty,2,3.3,4.69,1.39
beauty,1,3.6,4.99,1.39
life,2,0.7,2.08,1.38
life,3,0.57,1.94,1.37
life,2,1.38,2.75,1.37
beauty,1,0.83,2.19,1.36
snacks,27,46.68,48.03,1.35
maternal,5,118.26,119.6,1.34
life,4,7.56,8.9,1.34
life,3,5.34,6.68,1.34
snacks,1,6,7.28,1.28
snacks,11,32.11,33.39,1.28
life,2,0.81,2.09,1.28
life,7,1.33,2.6,1.27
life,6,10.86,12.13,1.27
life,2,0.52,1.78,1.26
beauty,4,40,41.26,1.26
beauty,2,10.74,11.98,1.26
snacks,4,16.96,18.21,1.25
life,4,6.44,7.69,1.25
beauty,1,0.78,2.02,1.24
snacks,35,105,106.24,1.24
beauty,1,0.46,1.69,1.23
appliances,3,115.71,116.94,1.23
snacks,35,72,73.21,1.21
beauty,1,7.8,8.99,1.19
life,2,3.76,4.94,1.18
life,1,0.81,1.99,1.18
life,1,0.51,1.69,1.18
life,2,0.78,1.96,1.18
snacks,2,3.8,4.98,1.18
snacks,7,7,8.17,1.17
life,1,0.52,1.69,1.17
beauty,13,37.27,38.43,1.16
snacks,21,94.5,95.66,1.16
life,1,0.45,1.59,1.14
beauty,4,19.32,20.46,1.14
life,10,2.1,3.23,1.13
life,1,0.68,1.79,1.11
snacks,7,14.93,16.03,1.1
beauty,1,16,17.09,1.09
life,1,1.9,2.97,1.07
life,1,0.42,1.49,1.07
life,1,0.48,1.53,1.05
life,1,0.92,1.97,1.05
life,2,3.9,4.94,1.04
life,2,0.38,1.42,1.04
snacks,12,32.96,33.99,1.03
life,1,0.68,1.69,1.02
snacks,2,6.2,7.22,1.02
beauty,10,78,79.01,1.01
life,6,9.72,10.73,1.01
beauty,34,1032.16,1033.16,1
snacks,26,69.36,70.36,1
beauty,1,6.99,7.99,1
snacks,9,18.27,19.27,1
beauty,1,3.49,4.48,0.99
snacks,1,3,3.99,0.99
snacks,3,7.62,8.61,0.99
life,1,1.01,1.99,0.98
beauty,11,60.43,61.39,0.96
life,2,1.98,2.94,0.96
beauty,5,9,9.95,0.95
life,1,0.85,1.79,0.94
life,2,0.46,1.38,0.92
snacks,23,39.1,40,0.9
life,1,1.59,2.47,0.88
life,2,0.38,1.26,0.88
life,1,0.47,1.34,0.87
snacks,14,70,70.86,0.86
appliances,11,735.13,735.99,0.86
snacks,32,44.04,44.89,0.85
life,2,0.46,1.31,0.85
life,1,1.62,2.47,0.85
beauty,1,5,5.84,0.84
life,2,3.32,4.16,0.84
snacks,33,42.9,43.7,0.8
snacks,2,3.38,4.18,0.8
snacks,1,2.5,3.29,0.79
maternal,1,2.5,3.29,0.79
snacks,3,4.5,5.28,0.78
snacks,1,1.21,1.99,0.78
snacks,2,6,6.78,0.78
life,1,0.72,1.49,0.77
life,1,0.23,0.99,0.76
life,1,0.33,1.09,0.76
life,1,0.34,1.09,0.75
beauty,5,82.5,83.25,0.75
snacks,2,6.1,6.82,0.72
life,4,6.52,7.24,0.72
life,1,0.38,1.09,0.71
beauty,1,22.8,23.5,0.7
beauty,16,118.5,119.19,0.69
beauty,1,1.8,2.49,0.69
life,2,3.28,3.94,0.66
snacks,65,92.81,93.47,0.66
life,2,31.2,31.86,0.66
snacks,19,32.3,32.95,0.65
life,1,0.75,1.38,0.63
beauty,1,6.05,6.65,0.6
maternal,1,2.09,2.69,0.6
life,1,0.31,0.9,0.59
snacks,54,146.34,146.93,0.59
snacks,10,15,15.59,0.59
beauty,1,13,13.58,0.58
life,1,3.01,3.59,0.58
life,1,0.22,0.79,0.57
snacks,2,5.08,5.62,0.54
life,4,6.96,7.49,0.53
snacks,67,120.6,121.13,0.53
appliances,20,24.5,25,0.5
beauty,1,1,1.49,0.49
beauty,1,16.5,16.99,0.49
life,3,5.22,5.71,0.49
snacks,1,2.83,3.29,0.46
beauty,1,6.29,6.74,0.45
snacks,18,30.06,30.48,0.42
snacks,27,54,54.42,0.42
beauty,2,13.98,14.39,0.41
snacks,15,28.8,29.19,0.39
snacks,331,599.4,599.77,0.37
life,1,0.18,0.54,0.36
snacks,3,6.75,7.11,0.36
life,1,1.63,1.97,0.34
life,1,1.63,1.97,0.34
life,1,1.89,2.22,0.33
snacks,4,5.2,5.47,0.27
life,4,7.32,7.58,0.26
beauty,4,66,66.26,0.26
snacks,21,43.75,43.99,0.24
beauty,1,124,124.24,0.24
snacks,6,26.04,26.24,0.2
snacks,1,1.95,2.07,0.12
snacks,35,70,70.12,0.12
beauty,1,9.8,9.91,0.11
snacks,14,45.41,45.51,0.1
snacks,1,2.54,2.63,0.09
beauty,1,14.91,14.99,0.08
snacks,6,9,9.03,0.03
beauty,5,449.28,449.3,0.03
snacks,8,217.89,217.92,0.03
snacks,8,13.33,13.36,0.03
snacks,10,21.67,21.7,0.03
beauty,2,16,16.03,0.03
beauty,4,858.62,858.64,0.02
snacks,39,69.34,69.36,0.02
maternal,4,96.26,96.28,0.02
beauty,2,300.37,300.38,0.01
maternal,4,52.51,52.52,0.01
maternal,4,52.51,52.52,0.01
snacks,26,91,91.01,0.01
beauty,2,94.17,94.18,0.01
beauty,5,336.09,336.1,0.01
beauty,3,153.11,153.12,0.01
beauty,2,237.11,237.12,0.01
beauty,2,119.11,119.12,0.01
beauty,2,87.43,87.44,0.01
maternal,4,93.79,93.8,0.01
beauty,4,60,60,0
beauty,6,126,126,0
appliances,5,75,75,0
beauty,3,42,42,0
beauty,6,84,84,0
beauty,6,84,84,0
life,4,4.16,4.16,0
beauty,2,24,24,0
appliances,2,600.6,600.6,0
maternal,5,190,190,0
beauty,15,234,234,0
snacks,4,16.96,16.96,0
snacks,31,77.5,77.5,0
snacks,40,100,100,0
beauty,22,233.86,233.86,0
life,40,420,420,0
life,60,2394,2394,0
beauty,3,112.5,112.5,0
maternal,7,304.91,304.91,0
beauty,30,26.7,26.7,0
beauty,5,33,33,0
snacks,1,4.24,4.24,0
beauty,14,358,358,0
beauty,1,47.2,47.2,0
beauty,1,144,144,0
beauty,1,220,220,0
beauty,1,111.2,111.2,0
beauty,1,192,192,0
beauty,1,123.2,123.2,0
beauty,7,54.6,54.6,0
snacks,4,13,13,0
life,3,14.94,14.94,0
beauty,2,15.6,15.6,0
beauty,7,54.6,54.6,0
snacks,1,4.24,4.24,0
snacks,3,12.72,12.72,0
beauty,1,35,35,0
beauty,2,90,90,0
beauty,1,32,32,0
snacks,4,15.32,15.32,0
beauty,30,519,519,0
beauty,30,519.05,519.05,0
maternal,1,24.07,24.07,0
maternal,3,57.54,57.54,0
beauty,30,519,519,0
beauty,30,519,519,0
beauty,30,519,519,0
beauty,2,11,11,0
beauty,3,16.5,16.5,0
beauty,8,124.56,124.56,0
beauty,6,24,24,0
beauty,33,165,165,0
beauty,8,124.56,124.56,0
beauty,8,124.56,124.56,0
beauty,8,124.56,124.56,0
beauty,35,605.5,605.5,0
beauty,35,605.5,605.5,0
beauty,35,605.5,605.5,0
beauty,35,605.5,605.5,0
beauty,36,432,432,0
beauty,36,432,432,0
beauty,36,432,432,0
beauty,36,432,432,0
beauty,36,432,432,0
beauty,28,336,336,0
beauty,12,84,84,0
beauty,36,432,432,0
snacks,53,106,106,0
beauty,30,429.9,429.9,0
beauty,5,79.8,79.8,0
beauty,30,429.9,429.9,0
beauty,5,79.8,79.8,0
beauty,30,429.9,429.9,0
beauty,5,79.8,79.8,0
beauty,30,429.9,429.9,0
